+9.23289E-4	+2.08738E-2
+2.16618E-3	+1.60436E-2
+6.74711E-4	+1.20633E-2
-7.63489E-4	+7.87507E-3
+1.72229E-3	+7.41651E-3
+5.32666E-4	+7.59994E-3
-6.56955E-4	+7.61216E-3
-3.37355E-4	+7.83228E-3
-4.43889E-4	+6.90903E-3
+1.47371E-3	+7.22697E-3
+1.42044E-3	+7.68554E-3
+4.61644E-4	+7.94233E-3
+1.04758E-3	+7.48377E-3
+1.22513E-3	+7.50211E-3
+5.32666E-4	+7.63662E-3
+7.63489E-4	+7.31257E-3
+1.13636E-3	+7.64885E-3
+1.89984E-3	+7.34314E-3
-4.79400E-4	+6.19367E-3
+1.26064E-3	+6.87846E-3
+5.84158E-3	+6.52995E-3
+1.48632E-1	+6.04082E-3
+2.81053E-1	+5.16038E-3
+5.51114E-1	+4.34107E-3
+8.72508E-1	+3.22829E-3
+1.14456E+0	+2.58019E-3
+1.37307E+0	+1.92597E-3
+1.60183E+0	+6.60332E-4
+1.93923E+0	+4.03536E-4
+2.40012E+0	+1.10055E-4
+2.69959E+0	+2.26225E-4
+2.87768E+0	+6.48104E-4
+3.16581E+0	+8.13187E-4
+3.30912E+0	+1.00884E-3
+3.61604E+0	+1.88928E-3
+4.01575E+0	+2.36008E-3
+4.31831E+0	+2.85533E-3
+4.63008E+0	+2.88590E-3
+4.82239E+0	+3.46674E-3
+5.04464E+0	+4.71404E-3
+5.14135E+0	+4.28605E-3
+5.50426E+0	+4.19433E-3
+5.77684E+0	+4.81798E-3
+6.03119E+0	+5.31323E-3
+6.32082E+0	+5.32546E-3
+6.50068E+0	+5.93688E-3
+6.61415E+0	+4.75072E-3
+6.71206E+0	+5.41106E-3
+6.99151E+0	+5.14203E-3
+7.23022E+0	+5.75345E-3
+7.37605E+0	+5.08700E-3
+7.77679E+0	+5.61283E-3
+7.98652E+0	+6.03470E-3
+8.21221E+0	+6.36487E-3
+8.43848E+0	+6.63389E-3
+8.59647E+0	+6.87235E-3
+8.79782E+0	+7.11692E-3
+8.91487E+0	+6.95183E-3
+9.10750E+0	+7.78336E-3
+9.50000E+0	+8.38255E-3
+9.78661E+0	+9.37917E-3
+1.00337E+1	+9.75213E-3
+1.02374E+1	+1.04125E-2
+1.05543E+1	+1.13724E-2
+1.09375E+1	+1.17637E-2
+1.11403E+1	+1.20450E-2
