+3.55111E-4	+2.44568E-3
+8.87777E-5	+2.81253E-4
+6.39200E-4	-9.59928E-4
+1.49147E-3	-1.00273E-3
+3.55111E-4	-1.10055E-3
+4.26133E-4	-9.66042E-4
+1.52698E-3	-1.00273E-3
+8.52266E-4	-1.18004E-3
-4.61644E-4	-1.18615E-3
+6.92466E-4	-1.10055E-3
-6.03689E-4	-8.98786E-4
-2.84089E-4	-1.46129E-3
+1.59800E-4	-1.11890E-3
+2.36149E-3	-7.94845E-4
+6.39200E-4	-1.24729E-3
-3.90622E-4	-9.78270E-4
+1.74004E-3	-9.90499E-4
+8.70022E-4	-5.13592E-4
+1.40269E-3	-1.10055E-3
-1.33167E-3	-1.08221E-3
-9.05533E-4	-9.84384E-4
+1.56249E-3	-1.36346E-3
+1.26952E-2	-6.66447E-4
+4.47085E-2	-9.11014E-4
+3.09053E-1	-8.55986E-4
+4.38029E-1	-1.20450E-3
+6.95875E-1	-1.11890E-3
+1.02959E+0	-1.05164E-3
+1.34079E+0	-6.97017E-4
+1.44766E+0	-6.78675E-4
+1.72556E+0	-6.72561E-4
+1.90682E+0	-2.99595E-4
+2.35994E+0	+2.07882E-4
+2.46479E+0	+4.03536E-4
+2.77274E+0	-6.11419E-5
+3.23217E+0	+1.58969E-4
+3.46313E+0	+4.15765E-4
+3.68731E+0	+5.99190E-4
+3.96801E+0	+6.11419E-4
+4.36250E+0	+4.70793E-4
+4.66644E+0	+7.82616E-4
+4.93622E+0	+1.15558E-3
+5.16088E+0	+1.03330E-3
+5.39277E+0	+1.66917E-3
+5.85516E+0	+1.03330E-3
+5.93440E+0	+1.62637E-3
+6.14397E+0	+1.47963E-3
+6.49404E+0	+1.73032E-3
+6.76296E+0	+1.66306E-3
+6.84620E+0	+1.80980E-3
+7.11234E+0	+1.92597E-3
+7.33173E+0	+1.44295E-3
+7.47722E+0	+1.30232E-3
+7.82214E+0	+7.70388E-4
+8.07205E+0	+1.01496E-3
+8.36332E+0	+8.55986E-4
+8.49971E+0	+3.48509E-4
+8.83399E+0	+1.28398E-4
+9.06359E+0	-9.17128E-5
+9.28990E+0	-5.38049E-4
+9.54716E+0	-9.47699E-4
+9.80206E+0	-1.13112E-3
+9.94099E+0	-1.39403E-3
+1.01841E+1	-1.13724E-3
+1.04451E+1	-1.39403E-3
+1.07270E+1	-1.77923E-3
+1.09170E+1	-1.47963E-3
+1.11697E+1	-1.79146E-3
+1.13298E+1	-1.38181E-3
+1.15444E+1	-1.78534E-3
+1.17337E+1	-1.68752E-3
+1.18055E+1	-1.06998E-3
+1.18447E+1	-1.13724E-3
+1.21048E+1	-4.95249E-4
+1.21848E+1	-1.17392E-3
+1.23444E+1	-1.00273E-3
+1.26491E+1	-1.22284E-4
+1.27845E+1	+4.89135E-4
+1.28611E+1	+5.31934E-4
+1.30583E+1	+7.58159E-4
+1.32266E+1	+1.69363E-3
+1.34968E+1	+2.45790E-3
+1.37226E+1	+3.68686E-3
+1.39493E+1	+4.92192E-3
+1.42949E+1	+6.54830E-3
+1.43776E+1	+7.20863E-3
+1.46744E+1	+8.63323E-3
+1.48457E+1	+9.64819E-3
+1.51238E+1	+1.09077E-2
+1.53650E+1	+1.20939E-2
+1.55273E+1	+1.32250E-2
+1.57718E+1	+1.40321E-2
+1.59692E+1	+1.57318E-2
+1.62775E+1	+1.67162E-2
+1.63626E+1	+1.74010E-2
+1.65115E+1	+1.74621E-2
+1.67490E+1	+1.84526E-2
+1.69836E+1	+1.85994E-2
+1.72238E+1	+1.92047E-2
+1.75467E+1	+1.90702E-2
+1.76642E+1	+1.95165E-2
+1.79103E+1	+1.91435E-2
+1.81764E+1	+1.83976E-2
+1.84415E+1	+1.78351E-2
+1.86564E+1	+1.69730E-2
