+1.74720E+2	-5.80848E-4
+1.74720E+2	-1.85871E-3
+1.74726E+2	-1.35124E-3
+1.74723E+2	-2.38453E-3
+1.74723E+2	-1.08833E-3
+1.74727E+2	-2.51293E-3
+1.74721E+2	-1.10667E-3
+1.74724E+2	-5.93076E-4
+1.74728E+2	-2.38453E-3
+1.74726E+2	-1.41238E-3
+1.74721E+2	-2.44568E-3
+1.74722E+2	-1.93820E-3
+1.74725E+2	-2.09105E-3
+1.74725E+2	-2.42122E-3
+1.74725E+2	-2.71470E-3
+1.74719E+2	-1.35124E-3
+1.74721E+2	-1.72420E-3
+1.74723E+2	-2.13385E-3
+1.74721E+2	-2.54962E-3
+1.74724E+2	-2.80030E-3
+1.74720E+2	-1.85260E-3
+1.74725E+2	-2.38453E-3
+1.74723E+2	-2.29282E-3
+1.74722E+2	-2.52516E-3
+1.74724E+2	-1.82814E-3
+1.74731E+2	-1.22284E-3
+1.74725E+2	-1.52243E-3
+1.74665E+2	-6.90903E-4
+1.74137E+2	-1.40626E-3
+1.73913E+2	-2.42122E-3
+1.73546E+2	-2.53127E-3
+1.73356E+2	-2.95927E-3
+1.72780E+2	-1.77923E-3
+1.72347E+2	-2.42733E-3
+1.72145E+2	-2.65356E-3
+1.71801E+2	-1.48575E-3
+1.71599E+2	-2.64744E-3
+1.70962E+2	-2.81864E-3
+1.70687E+2	-7.82616E-4
+1.70309E+2	-1.67529E-3
+1.70080E+2	-2.52516E-3
+1.69675E+2	-2.71470E-3
+1.69144E+2	-3.16104E-3
+1.68905E+2	-2.46402E-3
+1.68499E+2	-2.17665E-3
+1.68297E+2	-2.47625E-3
+1.67821E+2	-3.03875E-3
+1.67390E+2	-2.72693E-3
+1.67075E+2	-2.70247E-3
+1.66778E+2	-2.59853E-3
+1.66560E+2	-2.37231E-3
+1.66089E+2	-1.52855E-3
+1.65756E+2	-1.15558E-3
+1.65485E+2	-2.37842E-3
+1.65234E+2	-2.59242E-3
+1.65008E+2	-2.92258E-3
+1.64506E+2	-2.53739E-3
+1.64190E+2	-3.04487E-3
+1.63845E+2	-2.50682E-3
+1.63647E+2	-2.76973E-3
+1.63241E+2	-2.53739E-3
+1.62817E+2	-1.66306E-3
+1.62484E+2	-1.84648E-3
+1.62182E+2	-2.49459E-3
+1.61959E+2	-2.23779E-3
+1.61527E+2	-2.02380E-3
+1.61119E+2	-2.36008E-3
+1.60887E+2	-2.18888E-3
+1.60574E+2	-1.95654E-3
+1.60270E+2	-2.43345E-3
+1.59880E+2	-2.37231E-3
+1.59560E+2	-1.90151E-3
+1.59292E+2	-1.62026E-3
+1.58994E+2	-1.29009E-3
+1.58686E+2	-1.76700E-3
+1.58163E+2	-1.41849E-3
+1.57987E+2	-2.18277E-3
+1.57658E+2	-1.30844E-3
+1.57348E+2	-1.66306E-3
+1.56846E+2	-1.96265E-3
+1.56446E+2	-2.12162E-3
+1.56240E+2	-1.38792E-3
+1.55937E+2	-2.34785E-3
+1.55744E+2	-2.62299E-3
+1.55236E+2	-2.10940E-3
+1.54828E+2	-2.32951E-3
+1.54606E+2	-1.82814E-3
+1.54341E+2	-2.23779E-3
+1.54108E+2	-6.17533E-4
+1.53530E+2	-1.47352E-3
+1.53283E+2	-2.18888E-3
+1.52987E+2	-1.34512E-3
+1.52757E+2	-2.29282E-3
+1.52282E+2	-8.07073E-4
+1.51955E+2	-1.35735E-3
+1.51622E+2	-1.12501E-3
+1.51415E+2	-1.88317E-3
+1.51111E+2	-7.03132E-4
+1.50623E+2	-2.15219E-3
+1.50523E+2	-1.22895E-3
+1.50102E+2	-1.98711E-3
+1.49820E+2	-1.47963E-3
+1.49351E+2	-5.56391E-4
+1.49125E+2	-1.71809E-3
+1.48858E+2	-1.46129E-3
+1.48540E+2	-2.04825E-3
+1.48040E+2	-1.91374E-3
+1.47617E+2	-1.84648E-3
+1.47436E+2	-1.45518E-3
+1.47137E+2	-2.07271E-3
+1.46856E+2	-1.90151E-3
+1.46299E+2	-1.57135E-3
+1.46075E+2	-1.58969E-3
+1.45847E+2	-1.51632E-3
+1.45607E+2	-1.76700E-3
+1.45237E+2	-1.40626E-3
+1.44715E+2	-1.49186E-3
+1.44532E+2	-1.47352E-3
+1.44283E+2	-1.93208E-3
+1.44081E+2	-6.17533E-4
+1.43672E+2	-2.28059E-3
+1.43150E+2	-2.37231E-3
+1.43041E+2	-2.06048E-3
+1.42781E+2	-1.23507E-3
+1.42578E+2	-1.85260E-3
+1.42359E+2	-1.83426E-3
+1.41965E+2	-2.01157E-3
+1.41642E+2	-2.39676E-3
+1.41337E+2	-1.73643E-3
+1.41061E+2	-2.26225E-3
+1.40802E+2	-2.26225E-3
+1.40266E+2	-2.72693E-3
+1.40053E+2	-1.15558E-3
+1.39771E+2	-1.54078E-3
+1.39566E+2	-1.60803E-3
+1.39210E+2	-1.32066E-3
+1.38759E+2	-1.88928E-3
+1.38596E+2	-1.31455E-3
+1.38271E+2	-1.76089E-3
+1.38022E+2	-2.11551E-3
+1.37613E+2	-2.47013E-3
+1.37090E+2	-1.99323E-3
+1.36800E+2	-1.38181E-3
+1.36464E+2	-2.39676E-3
+1.36253E+2	-1.19838E-3
+1.35730E+2	-1.27175E-3
+1.35335E+2	-1.26564E-3
+1.35132E+2	-1.56523E-3
+1.34877E+2	-1.47963E-3
+1.34646E+2	-1.59580E-3
+1.34099E+2	-2.18277E-3
+1.33788E+2	-1.89540E-3
+1.33534E+2	-2.12162E-3
+1.33257E+2	-1.70586E-3
+1.32720E+2	-2.31728E-3
+1.32266E+2	-1.83426E-3
+1.32002E+2	-1.92597E-3
+1.31756E+2	-1.71197E-3
+1.31541E+2	-1.85871E-3
+1.31215E+2	-1.60192E-3
+1.30918E+2	-1.89540E-3
+1.30646E+2	-1.59580E-3
+1.30493E+2	-1.50409E-3
